id,filepath,class_label,source_type,width,height,created_at
38,data/processed/acnee/07SteroidPerioral11 - Copy_39.png,acnee,original,200,200,2026-01-07T23:12:51
39,data/processed/acnee/07SteroidPerioral11_40.png,acnee,original,200,200,2026-01-07T23:12:51
40,data/processed/acnee/07SteroidPerioral1_38.png,acnee,original,200,200,2026-01-07T23:12:51
41,data/processed/acnee/07SteroidPerioral_37.png,acnee,original,200,200,2026-01-07T23:12:51
42,data/processed/acnee/07SteroidRosacea43_42.png,acnee,original,200,200,2026-01-07T23:12:51
43,data/processed/acnee/07SteroidRosacea_41.png,acnee,original,200,200,2026-01-07T23:12:51
44,data/processed/acnee/07SteroidRosGlab_43.png,acnee,original,200,200,2026-01-07T23:12:51
45,data/processed/acnee/07VascularFace0120_44.png,acnee,original,200,200,2026-01-07T23:12:51
46,data/processed/acnee/08PerioralDerm0203_45.png,acnee,original,200,200,2026-01-07T23:12:51
47,data/processed/acnee/08PerioralDerm11_47.png,acnee,original,200,200,2026-01-07T23:12:51
48,data/processed/acnee/08PerioralDerm1_46.png,acnee,original,200,200,2026-01-07T23:12:51
49,data/processed/acnee/0_19hJvhBaJyf8eJwT__48.png,acnee,original,200,200,2026-01-07T23:12:51
50,data/processed/acnee/0_before_49.png,acnee,original,200,200,2026-01-07T23:12:51
51,data/processed/acnee/0_Skin_50.png,acnee,original,200,200,2026-01-07T23:12:51
52,data/processed/acnee/1-inst-natural-acne-solutions-36374-150x1501_52.png,acnee,original,200,200,2026-01-07T23:12:51
53,data/processed/acnee/1-inst-natural-acne-solutions-36374-150x150_51.png,acnee,original,200,200,2026-01-07T23:12:51
54,data/processed/acnee/10_54.png,acnee,original,200,200,2026-01-07T23:12:51
55,data/processed/acnee/10_Skin11_56.png,acnee,original,200,200,2026-01-07T23:12:51
56,data/processed/acnee/10_Skin1_55.png,acnee,original,200,200,2026-01-07T23:12:51
57,data/processed/acnee/11118622-6820319-image-a-24_15528711043151_58.png,acnee,original,200,200,2026-01-07T23:12:51
58,data/processed/acnee/11_57.png,acnee,original,200,200,2026-01-07T23:12:51
59,data/processed/acnee/12_59.png,acnee,original,200,200,2026-01-07T23:12:51
60,data/processed/acnee/13 (1)_60.png,acnee,original,200,200,2026-01-07T23:12:51
61,data/processed/acnee/13_61.png,acnee,original,200,200,2026-01-07T23:12:51
62,data/processed/acnee/14_62.png,acnee,original,200,200,2026-01-07T23:12:51
63,data/processed/acnee/157__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_64.png,acnee,original,200,200,2026-01-07T23:12:51
64,data/processed/acnee/15_63.png,acnee,original,200,200,2026-01-07T23:12:51
65,data/processed/acnee/161__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_66.png,acnee,original,200,200,2026-01-07T23:12:51
66,data/processed/acnee/16_65.png,acnee,original,200,200,2026-01-07T23:12:51
67,data/processed/acnee/171__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_68.png,acnee,original,200,200,2026-01-07T23:12:51
68,data/processed/acnee/17a4d1a917e5faa9f2675ebd83e526791 - Copy_70.png,acnee,original,200,200,2026-01-07T23:12:51
69,data/processed/acnee/17a4d1a917e5faa9f2675ebd83e52679_69.png,acnee,original,200,200,2026-01-07T23:12:51
70,data/processed/acnee/17_67.png,acnee,original,200,200,2026-01-07T23:12:51
71,data/processed/acnee/1821_73.png,acnee,original,200,200,2026-01-07T23:12:51
72,data/processed/acnee/182_72.png,acnee,original,200,200,2026-01-07T23:12:51
73,data/processed/acnee/183__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ_74.png,acnee,original,200,200,2026-01-07T23:12:51
74,data/processed/acnee/18_71.png,acnee,original,200,200,2026-01-07T23:12:51
75,data/processed/acnee/19280a95363d065b1dfbc654e28530291 - Copy_76.png,acnee,original,200,200,2026-01-07T23:12:51
76,data/processed/acnee/19280a95363d065b1dfbc654e2853029_75.png,acnee,original,200,200,2026-01-07T23:12:51
77,data/processed/acnee/196__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_77.png,acnee,original,200,200,2026-01-07T23:12:51
78,data/processed/acnee/1a0983344321cd50d63041bddba7adbe-small_78.png,acnee,original,200,200,2026-01-07T23:12:51
79,data/processed/acnee/1rlnayp9x3n21111_80.png,acnee,original,200,200,2026-01-07T23:12:51
80,data/processed/acnee/1rlnayp9x3n2111_79.png,acnee,original,200,200,2026-01-07T23:12:51
81,data/processed/acnee/1_53.png,acnee,original,200,200,2026-01-07T23:12:51
82,data/processed/acnee/2 (1)11_82.png,acnee,original,200,200,2026-01-07T23:12:51
83,data/processed/acnee/2 (1)11_83.png,acnee,original,200,200,2026-01-07T23:12:51
84,data/processed/acnee/2 (1)_81.png,acnee,original,200,200,2026-01-07T23:12:51
85,data/processed/acnee/2 (12)11_88.png,acnee,original,200,200,2026-01-07T23:12:51
86,data/processed/acnee/2 (12)1_86.png,acnee,original,200,200,2026-01-07T23:12:51
87,data/processed/acnee/2 (12)1_87.png,acnee,original,200,200,2026-01-07T23:12:51
88,data/processed/acnee/2 (12)_84.png,acnee,original,200,200,2026-01-07T23:12:51
89,data/processed/acnee/2 (12)_85.png,acnee,original,200,200,2026-01-07T23:12:51
90,data/processed/acnee/2 (13)111_93.png,acnee,original,200,200,2026-01-07T23:12:51
91,data/processed/acnee/2 (13)11_92.png,acnee,original,200,200,2026-01-07T23:12:51
92,data/processed/acnee/2 (13)1_91.png,acnee,original,200,200,2026-01-07T23:12:51
93,data/processed/acnee/2 (13)_89.png,acnee,original,200,200,2026-01-07T23:12:51
94,data/processed/acnee/2 (13)_90.png,acnee,original,200,200,2026-01-07T23:12:51
95,data/processed/acnee/2 (2)1_96.png,acnee,original,200,200,2026-01-07T23:12:51
96,data/processed/acnee/2 (2)_94.png,acnee,original,200,200,2026-01-07T23:12:51
97,data/processed/acnee/2 (2)_95.png,acnee,original,200,200,2026-01-07T23:12:51
98,data/processed/acnee/2 (3)1_98.png,acnee,original,200,200,2026-01-07T23:12:51
99,data/processed/acnee/2 (3)_97.png,acnee,original,200,200,2026-01-07T23:12:51
100,data/processed/acnee/2 (4)_100.png,acnee,original,200,200,2026-01-07T23:12:51
101,data/processed/acnee/2 (4)_99.png,acnee,original,200,200,2026-01-07T23:12:51
102,data/processed/acnee/2 (5)1_103.png,acnee,original,200,200,2026-01-07T23:12:51
103,data/processed/acnee/2 (5)_101.png,acnee,original,200,200,2026-01-07T23:12:51
104,data/processed/acnee/2 (5)_102.png,acnee,original,200,200,2026-01-07T23:12:51
105,data/processed/acnee/2 (51)_104.png,acnee,original,200,200,2026-01-07T23:12:51
106,data/processed/acnee/2 (52)1_106.png,acnee,original,200,200,2026-01-07T23:12:51
107,data/processed/acnee/2 (52)_105.png,acnee,original,200,200,2026-01-07T23:12:51
108,data/processed/acnee/2 (53)1 - Copy_108.png,acnee,original,200,200,2026-01-07T23:12:51
109,data/processed/acnee/2 (53)_107.png,acnee,original,200,200,2026-01-07T23:12:51
110,data/processed/acnee/2 (54)1 - Copy_110.png,acnee,original,200,200,2026-01-07T23:12:51
111,data/processed/acnee/2 (54)1_111.png,acnee,original,200,200,2026-01-07T23:12:51
112,data/processed/acnee/2 (54)_109.png,acnee,original,200,200,2026-01-07T23:12:51
113,data/processed/acnee/2 (6)1_113.png,acnee,original,200,200,2026-01-07T23:12:51
114,data/processed/acnee/2 (6)_112.png,acnee,original,200,200,2026-01-07T23:12:51
115,data/processed/acnee/2 (7)1_116.png,acnee,original,200,200,2026-01-07T23:12:51
116,data/processed/acnee/2 (7)_114.png,acnee,original,200,200,2026-01-07T23:12:51
117,data/processed/acnee/2 (7)_115.png,acnee,original,200,200,2026-01-07T23:12:51
118,data/processed/acnee/2 (8)11_119.png,acnee,original,200,200,2026-01-07T23:12:51
119,data/processed/acnee/2 (8)1_118.png,acnee,original,200,200,2026-01-07T23:12:51
120,data/processed/acnee/2 (8)_117.png,acnee,original,200,200,2026-01-07T23:12:51
121,data/processed/acnee/2 1(1)1 - Copy_120.png,acnee,original,200,200,2026-01-07T23:12:51
122,data/processed/acnee/2 1(1)1_121.png,acnee,original,200,200,2026-01-07T23:12:51
123,data/processed/acnee/20150721042601_primary1 - Copy_125.png,acnee,original,200,200,2026-01-07T23:12:51
124,data/processed/acnee/20150721042601_primary_124.png,acnee,original,200,200,2026-01-07T23:12:51
125,data/processed/acnee/20181225_191537.jpg.923b0605b45be754fbbed9051a9bea5e1 - Copy_126.png,acnee,original,200,200,2026-01-07T23:12:51
126,data/processed/acnee/20181225_191537.jpg.923b0605b45be754fbbed9051a9bea5e1_127.png,acnee,original,200,200,2026-01-07T23:12:51
127,data/processed/acnee/20190716_191036.jpg.705bf02f23326951059a91a967959d071_129.png,acnee,original,200,200,2026-01-07T23:12:51
128,data/processed/acnee/20190716_191036.jpg.705bf02f23326951059a91a967959d07_128.png,acnee,original,200,200,2026-01-07T23:12:51
129,data/processed/acnee/2058411_131.png,acnee,original,200,200,2026-01-07T23:12:51
130,data/processed/acnee/205841_130.png,acnee,original,200,200,2026-01-07T23:12:51
131,data/processed/acnee/2063533_nintchdbpict000580154756_15883143441_132.png,acnee,original,200,200,2026-01-07T23:12:51
132,data/processed/acnee/20_123.png,acnee,original,200,200,2026-01-07T23:12:51
133,data/processed/acnee/20_before1 - Copy_134.png,acnee,original,200,200,2026-01-07T23:12:51
134,data/processed/acnee/20_before1_135.png,acnee,original,200,200,2026-01-07T23:12:51
135,data/processed/acnee/20_before_133.png,acnee,original,200,200,2026-01-07T23:12:51
136,data/processed/acnee/21_136.png,acnee,original,200,200,2026-01-07T23:12:51
137,data/processed/acnee/22_137.png,acnee,original,200,200,2026-01-07T23:12:51
138,data/processed/acnee/23272101_140.png,acnee,original,200,200,2026-01-07T23:12:51
139,data/processed/acnee/2327210_139.png,acnee,original,200,200,2026-01-07T23:12:51
140,data/processed/acnee/23VesselsNose1_142.png,acnee,original,200,200,2026-01-07T23:12:51
141,data/processed/acnee/23VesselsNose_141.png,acnee,original,200,200,2026-01-07T23:12:51
142,data/processed/acnee/23_138.png,acnee,original,200,200,2026-01-07T23:12:51
143,data/processed/acnee/241b000fa0e0caf8cf8ac4b29137af481 - Copy_145.png,acnee,original,200,200,2026-01-07T23:12:51
144,data/processed/acnee/241b000fa0e0caf8cf8ac4b29137af48_144.png,acnee,original,200,200,2026-01-07T23:12:51
145,data/processed/acnee/24_143.png,acnee,original,200,200,2026-01-07T23:12:51
146,data/processed/acnee/25_146.png,acnee,original,200,200,2026-01-07T23:12:51
147,data/processed/acnee/2652__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd_148.png,acnee,original,200,200,2026-01-07T23:12:51
148,data/processed/acnee/26_147.png,acnee,original,200,200,2026-01-07T23:12:51
149,data/processed/acnee/27_149.png,acnee,original,200,200,2026-01-07T23:12:51
150,data/processed/acnee/28_150.png,acnee,original,200,200,2026-01-07T23:12:51
151,data/processed/acnee/29_151.png,acnee,original,200,200,2026-01-07T23:12:51
152,data/processed/acnee/2bd31f0ce8734de7f75974e162cd07af-small_152.png,acnee,original,200,200,2026-01-07T23:12:51
153,data/processed/acnee/2f323a0e77f664a9f6342e68739df7d2-small_153.png,acnee,original,200,200,2026-01-07T23:12:51
154,data/processed/acnee/2ff3b83bb9bdfec054e2c2273f02c8c6 - Copy_154.png,acnee,original,200,200,2026-01-07T23:12:51
155,data/processed/acnee/2ff3b83bb9bdfec054e2c2273f02c8c6_155.png,acnee,original,200,200,2026-01-07T23:12:51
156,data/processed/acnee/2_122.png,acnee,original,200,200,2026-01-07T23:12:51
157,data/processed/acnee/300-3Acne_sp_acutane_158.png,acnee,original,200,200,2026-01-07T23:12:51
158,data/processed/acnee/300Acne_1mo_before_acutan_159.png,acnee,original,200,200,2026-01-07T23:12:51
159,data/processed/acnee/300Acne_cyst_32yrs_160.png,acnee,original,200,200,2026-01-07T23:12:51
160,data/processed/acnee/302-1Acne_cysts_before_inje_161.png,acnee,original,200,200,2026-01-07T23:12:51
161,data/processed/acnee/302-2Acne_injection2_162.png,acnee,original,200,200,2026-01-07T23:12:51
162,data/processed/acnee/304Acne_Doreen_axelex_18y_163.png,acnee,original,200,200,2026-01-07T23:12:51
163,data/processed/acnee/305-2Acne_Robert2_164.png,acnee,original,200,200,2026-01-07T23:12:51
164,data/processed/acnee/305-2Acne_Robert3_165.png,acnee,original,200,200,2026-01-07T23:12:51
165,data/processed/acnee/305-3Acne_Robert5_166.png,acnee,original,200,200,2026-01-07T23:12:51
166,data/processed/acnee/305-3fuAcne_Robert6_ready_for_167.png,acnee,original,200,200,2026-01-07T23:12:51
167,data/processed/acnee/307Acne_keloid_168.png,acnee,original,200,200,2026-01-07T23:12:51
168,data/processed/acnee/308Acne_neonatal_169.png,acnee,original,200,200,2026-01-07T23:12:51
169,data/processed/acnee/30_157.png,acnee,original,200,200,2026-01-07T23:12:51
170,data/processed/acnee/310Acne_perioral_with_hyp_171.png,acnee,original,200,200,2026-01-07T23:12:51
171,data/processed/acnee/311Acne_pustular_172.png,acnee,original,200,200,2026-01-07T23:12:51
172,data/processed/acnee/311fuAcne_female_sp_acutane_173.png,acnee,original,200,200,2026-01-07T23:12:51
173,data/processed/acnee/313Acne_rosacea_female2_5_174.png,acnee,original,200,200,2026-01-07T23:12:51
174,data/processed/acnee/314Acne_rosacea_male3_175.png,acnee,original,200,200,2026-01-07T23:12:51
175,data/processed/acnee/317Acne_Jess_176.png,acnee,original,200,200,2026-01-07T23:12:51
176,data/processed/acnee/319Acne_Tanya_177.png,acnee,original,200,200,2026-01-07T23:12:51
177,data/processed/acnee/31_170.png,acnee,original,200,200,2026-01-07T23:12:51
178,data/processed/acnee/32-1536x615_178.png,acnee,original,200,200,2026-01-07T23:12:51
179,data/processed/acnee/320-1Acne_Stephanie2_16yrs_180.png,acnee,original,200,200,2026-01-07T23:12:51
180,data/processed/acnee/320Acne_Stephanie2_18yrs_181.png,acnee,original,200,200,2026-01-07T23:12:51
181,data/processed/acnee/32212176-8650569-image-a-10_1598002142635111 - Copy_185.png,acnee,original,200,200,2026-01-07T23:12:51
182,data/processed/acnee/32212176-8650569-image-a-10_1598002142635111_186.png,acnee,original,200,200,2026-01-07T23:12:51
183,data/processed/acnee/32212176-8650569-image-a-10_159800214263511_184.png,acnee,original,200,200,2026-01-07T23:12:51
184,data/processed/acnee/32212176-8650569-image-a-10_15980021426351_183.png,acnee,original,200,200,2026-01-07T23:12:51
185,data/processed/acnee/32212176-8650569-image-a-10_1598002142635_182.png,acnee,original,200,200,2026-01-07T23:12:51
186,data/processed/acnee/32_179.png,acnee,original,200,200,2026-01-07T23:12:51
187,data/processed/acnee/33_187.png,acnee,original,200,200,2026-01-07T23:12:51
188,data/processed/acnee/34_188.png,acnee,original,200,200,2026-01-07T23:12:51
189,data/processed/acnee/353492fd44963e8f0f4e7ea4697aed7e1 - Copy_191.png,acnee,original,200,200,2026-01-07T23:12:51
190,data/processed/acnee/353492fd44963e8f0f4e7ea4697aed7e_190.png,acnee,original,200,200,2026-01-07T23:12:51
191,data/processed/acnee/35_189.png,acnee,original,200,200,2026-01-07T23:12:51
192,data/processed/acnee/362f516bc2be4f01904fb2950eb700f411_195.png,acnee,original,200,200,2026-01-07T23:12:51
193,data/processed/acnee/362f516bc2be4f01904fb2950eb700f41_194.png,acnee,original,200,200,2026-01-07T23:12:51
194,data/processed/acnee/362f516bc2be4f01904fb2950eb700f4_193.png,acnee,original,200,200,2026-01-07T23:12:51
195,data/processed/acnee/36ff1696aa63bb5aff98e0990a8ef611-small_196.png,acnee,original,200,200,2026-01-07T23:12:51
196,data/processed/acnee/36_192.png,acnee,original,200,200,2026-01-07T23:12:51
197,data/processed/acnee/37_197.png,acnee,original,200,200,2026-01-07T23:12:51
198,data/processed/acnee/38_198.png,acnee,original,200,200,2026-01-07T23:12:51
199,data/processed/acnee/39_199.png,acnee,original,200,200,2026-01-07T23:12:51
200,data/processed/acnee/3_156.png,acnee,original,200,200,2026-01-07T23:12:51
201,data/processed/acnee/40279_2013_22_Fig4_HTML1_203.png,acnee,original,200,200,2026-01-07T23:12:51
202,data/processed/acnee/40279_2013_22_Fig4_HTML_202.png,acnee,original,200,200,2026-01-07T23:12:51
203,data/processed/acnee/40_19hJvhBaJyf8eJwT__204.png,acnee,original,200,200,2026-01-07T23:12:51
204,data/processed/acnee/40_201.png,acnee,original,200,200,2026-01-07T23:12:51
205,data/processed/acnee/41_205.png,acnee,original,200,200,2026-01-07T23:12:51
206,data/processed/acnee/42_206.png,acnee,original,200,200,2026-01-07T23:12:51
207,data/processed/acnee/43_207.png,acnee,original,200,200,2026-01-07T23:12:51
208,data/processed/acnee/44_208.png,acnee,original,200,200,2026-01-07T23:12:51
209,data/processed/acnee/45_209.png,acnee,original,200,200,2026-01-07T23:12:51
210,data/processed/acnee/4755A9F700000578-5179985-Desperate_attempts_to_rid_herself_of_the_unsightly_pimples_have_-a-55_1513271096522_211.png,acnee,original,200,200,2026-01-07T23:12:51
211,data/processed/acnee/47_210.png,acnee,original,200,200,2026-01-07T23:12:51
212,data/processed/acnee/4869DD4600000578-0-image-a-8_15165645277221_214.png,acnee,original,200,200,2026-01-07T23:12:51
213,data/processed/acnee/4869DD4600000578-0-image-a-8_1516564527722_213.png,acnee,original,200,200,2026-01-07T23:12:51
214,data/processed/acnee/48_212.png,acnee,original,200,200,2026-01-07T23:12:51
215,data/processed/acnee/49_215.png,acnee,original,200,200,2026-01-07T23:12:51
216,data/processed/acnee/4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_15215419581041 - Copy_217.png,acnee,original,200,200,2026-01-07T23:12:51
217,data/processed/acnee/4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_15215419581041_218.png,acnee,original,200,200,2026-01-07T23:12:51
218,data/processed/acnee/4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_1521541958104_216.png,acnee,original,200,200,2026-01-07T23:12:51
219,data/processed/acnee/4f67631717d137262558c3b043c3a226-small_219.png,acnee,original,200,200,2026-01-07T23:12:51
220,data/processed/acnee/4_200.png,acnee,original,200,200,2026-01-07T23:12:51
221,data/processed/acnee/50_221.png,acnee,original,200,200,2026-01-07T23:12:51
222,data/processed/acnee/51_222.png,acnee,original,200,200,2026-01-07T23:12:51
223,data/processed/acnee/527434_m1 - Copy_224.png,acnee,original,200,200,2026-01-07T23:12:51
224,data/processed/acnee/52_223.png,acnee,original,200,200,2026-01-07T23:12:51
225,data/processed/acnee/53_225.png,acnee,original,200,200,2026-01-07T23:12:51
226,data/processed/acnee/54a279bcec5a872af278da1d9a9f7337--clear-skin-acne1 - Copy_228.png,acnee,original,200,200,2026-01-07T23:12:51
227,data/processed/acnee/54a279bcec5a872af278da1d9a9f7337--clear-skin-acne1_229.png,acnee,original,200,200,2026-01-07T23:12:51
228,data/processed/acnee/54a279bcec5a872af278da1d9a9f7337--clear-skin-acne_227.png,acnee,original,200,200,2026-01-07T23:12:51
229,data/processed/acnee/54_226.png,acnee,original,200,200,2026-01-07T23:12:51
230,data/processed/acnee/55_230.png,acnee,original,200,200,2026-01-07T23:12:51
231,data/processed/acnee/56_231.png,acnee,original,200,200,2026-01-07T23:12:51
232,data/processed/acnee/57_232.png,acnee,original,200,200,2026-01-07T23:12:51
233,data/processed/acnee/58_233.png,acnee,original,200,200,2026-01-07T23:12:51
234,data/processed/acnee/59_234.png,acnee,original,200,200,2026-01-07T23:12:51
235,data/processed/acnee/5acb8326c05c805e644efa8f0cf19d9f-small_235.png,acnee,original,200,200,2026-01-07T23:12:51
236,data/processed/acnee/5_220.png,acnee,original,200,200,2026-01-07T23:12:51
237,data/processed/acnee/60_237.png,acnee,original,200,200,2026-01-07T23:12:51
238,data/processed/acnee/61424705acc42fe66fb65c4132da6163-small_238.png,acnee,original,200,200,2026-01-07T23:12:51
239,data/processed/acnee/62_239.png,acnee,original,200,200,2026-01-07T23:12:51
240,data/processed/acnee/63_240.png,acnee,original,200,200,2026-01-07T23:12:51
241,data/processed/acnee/6f47313bb4aa44647c80e46385336467 - Copy_241.png,acnee,original,200,200,2026-01-07T23:12:51
242,data/processed/acnee/6f47313bb4aa44647c80e46385336467_242.png,acnee,original,200,200,2026-01-07T23:12:51
243,data/processed/acnee/6_236.png,acnee,original,200,200,2026-01-07T23:12:51
244,data/processed/acnee/711-1accutane-cindy_244.png,acnee,original,200,200,2026-01-07T23:12:51
245,data/processed/acnee/711-2accutane-treatment-cindy-8-4_245.png,acnee,original,200,200,2026-01-07T23:12:51
246,data/processed/acnee/752kd5y464t011 - Copy_247.png,acnee,original,200,200,2026-01-07T23:12:51
247,data/processed/acnee/752kd5y464t011_248.png,acnee,original,200,200,2026-01-07T23:12:51
248,data/processed/acnee/752kd5y464t01_246.png,acnee,original,200,200,2026-01-07T23:12:51
249,data/processed/acnee/766x415_Accutane_Side_Effects1_250.png,acnee,original,200,200,2026-01-07T23:12:51
250,data/processed/acnee/766x415_Accutane_Side_Effects_249.png,acnee,original,200,200,2026-01-07T23:12:51
251,data/processed/acnee/7b5781acbf8cf3ef59928bf1fd56df9eC!r23ac1983a0274adecccb505518971ace1_252.png,acnee,original,200,200,2026-01-07T23:12:51
252,data/processed/acnee/7b5781acbf8cf3ef59928bf1fd56df9eC!r23ac1983a0274adecccb505518971ace_251.png,acnee,original,200,200,2026-01-07T23:12:51
253,data/processed/acnee/7e7bc824b57675c0ccea09d48a46f0381_254.png,acnee,original,200,200,2026-01-07T23:12:51
254,data/processed/acnee/7e7bc824b57675c0ccea09d48a46f038_253.png,acnee,original,200,200,2026-01-07T23:12:51
255,data/processed/acnee/7_243.png,acnee,original,200,200,2026-01-07T23:12:51
256,data/processed/acnee/83avy6u56eh211 - Copy_257.png,acnee,original,200,200,2026-01-07T23:12:51
257,data/processed/acnee/83avy6u56eh211_258.png,acnee,original,200,200,2026-01-07T23:12:51
258,data/processed/acnee/83avy6u56eh21_256.png,acnee,original,200,200,2026-01-07T23:12:51
259,data/processed/acnee/8aeaf633edac569490f585bccd0ca64b1 - Copy_260.png,acnee,original,200,200,2026-01-07T23:12:51
260,data/processed/acnee/8aeaf633edac569490f585bccd0ca64b1_261.png,acnee,original,200,200,2026-01-07T23:12:51
261,data/processed/acnee/8aeaf633edac569490f585bccd0ca64b_259.png,acnee,original,200,200,2026-01-07T23:12:51
262,data/processed/acnee/8_255.png,acnee,original,200,200,2026-01-07T23:12:51
263,data/processed/acnee/95526f9d1fd375757c581a25885e6285-small_263.png,acnee,original,200,200,2026-01-07T23:12:51
264,data/processed/acnee/9_262.png,acnee,original,200,200,2026-01-07T23:12:51
265,data/processed/acnee/a4adb9e50d8636f5ec9ce65269dd92f7_264.png,acnee,original,200,200,2026-01-07T23:12:51
266,data/processed/acnee/acne (1)1 - Copy_266.png,acnee,original,200,200,2026-01-07T23:12:51
267,data/processed/acnee/acne (1)11_267.png,acnee,original,200,200,2026-01-07T23:12:51
268,data/processed/acnee/acne (1)_265.png,acnee,original,200,200,2026-01-07T23:12:51
269,data/processed/acnee/acne-039-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_268.png,acnee,original,200,200,2026-01-07T23:12:51
270,data/processed/acnee/acne-077-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_269.png,acnee,original,200,200,2026-01-07T23:12:51
271,data/processed/acnee/acne-089-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_270.png,acnee,original,200,200,2026-01-07T23:12:51
272,data/processed/acnee/acne-101_jpeg.rf.d13d618fff02c3133aac95c6b0c7b5fb_271.png,acnee,original,200,200,2026-01-07T23:12:51
273,data/processed/acnee/acne-101_jpeg.rf.dd5c14cef0a2ba13b110f05a520f00c0_272.png,acnee,original,200,200,2026-01-07T23:12:51
